,wid,points,title,description,taster_name,taster_twitter_handle
5368,5369,86,Wines & Winemakers 2016 Monte de Baía Rosé (Península de Setúbal),"A crisp, caramel- and red-fruit-flavored blend of Castelão, Touriga Nacional and Syrah, this is ready to drink. Produced at Casa Ermelinda Freitas winery, it has a salty edge from the nearby ocean, finishing with plenty of acidity.",Roger Voss,@vossroger
5369,5370,86,Koonara 2016 Emily May Pinot Noir Rosé,"This wine combines notes of melon and candied apple with hints of pepper and ginger. Despite its modest alcohol level, it seems weighty, and even a bit sweet, then finishes on a mouthwatering, spicy note.",Joe Czerwinski,@JoeCz
5370,5371,86,La Posta 2015 Pizzella Malbec (Mendoza),"Crisp cherry and plum aromas are gritty. This Malbec shows wiry acidity but the palate is still a touch soupy. Salty plum and oak spice flavors include notes of clove and pepper. As a whole, this is oaky and fairly heavy.",Michael Schachner,@wineschach
5371,5372,86,Leonard Kreusch 2016 Weinkellerei Kabinett White (Rheinhessen),"Intensely peachy from nose to finish, this sprightly semisweet sip offers loads of juicy fruity enjoyment. It's easy going and slightly candied on the palate but finishes crisply.",Anna Lee C. Iijima,
5372,5373,86,Marrenon 2016 Les Grains Rosé de Merlot (Mediterranée),"This medium-pink rosé shows some heft but is mostly about refreshment. Passion fruit and peach notes give way to citrus zest on its crisp, vibrant finish. Drink now.",Joe Czerwinski,@JoeCz
5373,5374,86,Al-Cantàra 2015 Muddichi di Suli Nerello Mascalese (Terre Siciliane),"This Nerello Mascalese has Mediterranean herb, dark spice and orange peel aromas. Its simple, rather unusual palate evokes strawberry, white pepper and lemon alongside bright acidity and loose-knit tannins. Drink soon.",Kerin O’Keefe,@kerinokeefe
5374,5375,86,Antis 2016 Estate Cabernet Sauvignon (Mendoza),"Earthy aromas of stewed plum and burnt leaves come in front of a drawing, raw palate with fresh acidity. Roasted, savory plum and berry flavors are fairly standard. This wine is dense but still lively on the finish.",Michael Schachner,@wineschach
5375,5376,86,Black Saint Peter 2015 Old Vine Zinfandel (Lodi),"Smoke and black pepper accents give a nice kick to this otherwise fruity berry-like wine. It is medium bodied, has a soft easy texture and a touch of brown sugar on the finish.",Jim Gordon,@gordone_cellars
5376,5377,88,Isabelle et Pierre Clément 2015 Tradition  (Menetou-Salon),"While there is a youthful stalky element to this wine, it also has plenty of ripe black-cherry fruit. That suggests a warm ripe future as the tannins soften. Drink this potentially rich, spicy wine from 2019.",Roger Voss,@vossroger
5377,5378,88,Magnum Vinhos 2014 Vinha do Reino Reserva Red (Douro),"Celebrating the creation of the Douro demarcated region in 1756 by the King of Portugal, this wine comes from vineyards at the heart of the historic region. It is structured and dark, dense with both tannins and black fruits. At three years old, it is still young, so wait until 2018.",Roger Voss,@vossroger
5378,5379,88,Messias 2013 Grande Cuvée Brut Millésime Sparkling (Bairrada),"Crisp and fruity, this is a bright sparkling wine from a region which specializes in this style. The Bical and Baga grapes allow the wine to sing with perfumed apples and citrus fruits. Chardonnay adds a fuller side. Drink now.",Roger Voss,@vossroger
5379,5380,88,Mounts 2014 Estate Grown Cabernet Sauvignon (Dry Creek Valley),"This is a seductive wine, concentrated and full bodied and entirely big. Black cherry, chocolate and blackberry jam ride the palate with authority, as soft tannins wrap around the bold flavor.",Virginie Boone,@vboone
5380,5381,88,Poças 2016 Poças Reserva Branco White (Douro),"A ripe, mineral and richly fruity wine, this is crisp while also having a creamy texture. It is a blend of four of the Douro white grapes, rich and finished with acidity. Drink from 2018.",Roger Voss,@vossroger
5381,5382,88,Préselö 2015 Dry Muscat (Tokaj),"This dry Hungarian wine is made from Muscat Lunel. It has sweet tart candy, dried basil, rosemary and lemon blossom aromas. On the palate, expect dried Mediterranean herb, lemon zest and white peach flavors.",Jeff Jenssen,@worldwineguys
5382,5383,88,Quanta Terra 2014 Terra a Terra Reserva Branco White (Douro),"Partially aged in oak, this wine is crisp, juicy and bright with citrus and acidity. Apples and pears come through strongly in this attractive wine that is ready to drink.",Roger Voss,@vossroger
5383,5384,88,Quinta da Alorna 2016 Vinho Branco White (Tejo),"This blend of Fernão Pires, Arinto, Sauvignon Blanc and, unusually, Marsanne is ripe, with a deliciously perfumed character. Acidity and bright fruit give crispness that contrasts with the rich texture. Drink from 2018.",Roger Voss,@vossroger
5384,5385,88,Quinta da Lapa 2014 Nana Reserva Red (Tejo),"This ripe, spicy wine offers strong wood flavors as well as bold red fruits, accompanied by acidity and rich tannins. Drink now.",Roger Voss,@vossroger
5385,5386,88,Quinta da Romaneira 2013 Sino da Romaneira Red (Douro),"This is the second wine from this showpiece quinta. The wine is a classic Douro blend dominated by Touriga Franca, giving a rich, soft and juicy character that is ready to drink. It has great fruit, spice and integrated tannins.",Roger Voss,@vossroger
5386,5387,88,Quinta da Romaneira 2014 Touriga Franca-Syrah Red (Duriense),"This is one in a series of wines that blends Syrah with a major Douro grape, The wine has a severe, austere character, as much structure as fruit. Wood aging has helped to soften the wine and give density. It needs more time, so drink from 2019.",Roger Voss,@vossroger
5387,5388,88,Rubus 2014 Icon Malbec (Mendoza),"Blueberry, plum and cardamom aromas include a whiff of wood smoke. A balanced palate has energy along with brambly berry and chocolate flavors. A chewy, solid finish is good but less lively than the palate.",Michael Schachner,@wineschach
5388,5389,88,Rui Roboredo Madeira 2016 Beyra Branco White (Beira Interior),"This soft wine is a blend of two local white grapes: Síria and Fonte Cal. Intense acidity and a cool-climate feel from the high- altitude vineyards make this crisp, with grapefruit and lemon flavors. Drink now.",Roger Voss,@vossroger
5389,5390,88,Sokol Blosser 2015 Evolution Pinot Noir (Willamette Valley),"This affordably priced Pinot Noir is part of the winery's popular Evolution series. It's smooth and forward, with pretty red fruit supported by juicy orange flavor. It has the tannin and stuffing to work well with roast poultry or as a stand-alone fireside sipping wine.",Paul Gregutt,@paulgwine 
5390,5391,88,St. Christopher 2015 Piesporter Michelsberg Auslese Riesling (Mosel),"Ebulliently fruity and forward, this light-bodied Auslese offers up loads of sweet melon, peach and even berry flavors. It's juicy and crisp, finishing on delicately bristling tannins.",Anna Lee C. Iijima,
5391,5392,88,St. Francis 2014 Anthem Meritage (Sonoma County),"Cabernet Sauvignon, Malbec and Petit Verdot form a rich thick character for this red wine, that's lush and concentrated on the palate. Full-bodied ripeness features black-cherry pie in a graham cracker crust.",Virginie Boone,@vboone
5392,5393,88,Tasca d'Almerita 2015 Regaleali Nero d'Avola (Sicilia),"This wine's fruity aromas of red cherry and strawberry carry over to its bright, juicy palate together with black pepper notes. It's savory and easygoing, with round tannins that make it ready to enjoy soon.",Kerin O’Keefe,@kerinokeefe
5393,5394,88,The Williamsburg Winery 2015 Petite Fleur White (Virginia),"Lovely aromas of marmalade, orange blossom, peach, honeysuckle and cantaloupe waft from the glass. These notes translate onto the palate, which is viscous and mouthcoating, yet balanced by a lifted acidity that preserves a lingering finish.",Carrie Dykes,
5394,5395,88,Twill 2014 Stormy Morning Vineyard Pinot Noir (Willamette Valley),"This medium-bodied wine with lightly-ripened red berry fruit flavors is a great showing for the winery's regular bottling. Light touches of herb, cola and earth carry through the finish.",Paul Gregutt,@paulgwine 
5395,5396,88,Valle dell'Acate 2016 Tenuta Ibidini Nero d'Avola (Sicilia),"Mature black-skinned berry, licorice and white pepper aromas lead the nose of this fresh, juicy Nero d'Avola. The palate recalls fleshy blackberry and black cherry jam, rounded with smooth, ripe tannins. Enjoy soon.",Kerin O’Keefe,@kerinokeefe
5396,5397,88,Bodega Renacer 2014 Punto Final Estate Grown Cabernet Sauvignon (Mendoza),"Minty, roasted berry aromas open this well-built Cabernet that's packed with plum, raspberry and wood-spice flavors. There's nothing complicated about this lively, oaky wine that runs long on the finish.",Michael Schachner,@wineschach
5397,5398,88,Francesc Sanchez Bas 2004 Montgarnatx Red (Priorat),"A little rusty in color and somewhat transparent, with raisin as the key aroma. There's not a lot going on in the mouth, but the wine is mellow and deep, with sweet flavors of molasses, berry syrup and baked black fruits. Rich and candied, but rather sweet and a touch dull for Priorat. Drink now.",Michael Schachner,@wineschach
5398,5399,88,Gemtree 2008 The Phantom Petit Verdot (McLaren Vale),"Petit Verdot is a character actor who's never really grabbed the spotlight for itself, but makes an interesting appearance now and again. This McLaren Vale example is oaky but backed by ample plum and cassis fruit and framed by tannins that seem soft for the variety. Cedar and spice come through on the finish. Drink now.",Joe Czerwinski,@JoeCz
5399,5400,88,Wente 2008 Shorthorn Canyon Syrah (Livermore Valley),"Savory on the nose with enough sweet blueberry to make it varietally enticing, this light purplish Syrah is well-balanced, pleasing and well-made, ready to drink now with a range of foods, its alcohol in proportion and acidity right on target. Wente blends in small percentages of Counoise, Petite Sirah, Mourvèdre and Tempranillo into this great-value Syrah. Delicious.",Virginie Boone,@vboone
5400,5401,88,Nodland 2008 Bebop Riesling (Columbia Valley (WA)),"This easy-drinking Riesling finishes dry, but still it's relatively soft, with green apple fruit and some spicy skin phenolics. Good balance and gentle persistence through a clean finish.",Paul Gregutt,@paulgwine 
5401,5402,88,Novelty Hill 2007 Stillwater Creek Vineyard Sangiovese (Columbia Valley (WA)),"This has a little bit of Cabernet Sauvignon (5%) and Merlot (2%), winemaker Mike Januik say it's there “to beef up the structure.” The Sangiovese brings the acid, and tart fruits with a hint of leaf and tomato. Still young vines, but showing great promise.",Paul Gregutt,@paulgwine 
5402,5403,88,De Bortoli 2008 Gulf Station Shiraz-Viognier (Yarra Valley),"This is a bit chunkier and less suave than De Bortoli's more expensive estate bottled Shiraz-Viognier, but it's still a very nice wine. Peppery spice marks the nose, while the flavors feature a nice blend of plum with savory notes of coffee and black olives. Drink now–2015.",Joe Czerwinski,@JoeCz
5403,5404,88,Ferraton Pere et Fils 2007 La Matinière  (Crozes-Hermitage),"An easily accessible, easy-drinking style of Crozes-Hermitage, Ferraton's 2007 La Matinière displays a lovely balance between clean red fruit (cherries, raspberries), baking spices, cracked pepper and a faintly herbal tinge. Drink it now and over the next few years.",Joe Czerwinski,@JoeCz
5404,5405,88,Guerrieri Rizzardi 2007 Pojega  (Valpolicella Classico Superiore Ripasso),"Pojega is an expressive and polished Ripasso that shows a united aromatic front composed of spice, mature blackberry, leather and sweet tobacco. It delivers power and intensity but not in a heavy or exaggerated way.",Anonymous,
5405,5406,88,Agricola Falset-Marca 2007 Ètim Varema Tardana Negre Grenache (Montsant),"Not a lot of glaring aromas of a sweet wine here; in fact, it's showing fresh tomato, cherry and more dryness on the nose than candy or syrup. The palate is tight and a little clipped, with sweet cassis and reduced black plum flavors. Short on the finish, but good and grabby overall.",Michael Schachner,@wineschach
