wid,price,variety,designation,region,province,country,winery,encoded,color
5202,17.0,Sauvignon Blanc,Charlotte's Home Estate Vineyards,"Northern Sonoma, Sonoma",California,US,Rodney Strong,"0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0", white
5203,24.0,Rhône-style White Blend,Cote de Madonne Blanc,"Santa Clara Valley, Central Coast",California,US,Sarah's Vineyard,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5204,23.0,Zinfandel,High Elevation Collection,Lake County,California,US,Shannon Ridge,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5205,49.0,Bordeaux-style Red Blend,Impératrice,"Columbia Valley (WA), Columbia Valley",Washington,US,William Grassie,"0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
5206,15.0,Sauvignon Blanc,Louis Mel,"San Francisco Bay-Livermore Valley, Central Coast",California,US,Wente,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5207,18.0,Sauvignon,I Nani e le Ballerine,Colli Piacentini,Central Italy,Italy,Luretta,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5208,30.0,Syrah-Grenache,El Rincón,Vinos de Madrid,Central Spain,Spain,Marques de Griñon,"1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
5209,15.0,Chardonnay,Old Head,"Dunnigan Hills, Central Valley",California,US,Matchbook,"0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0", white
5210,17.0,Montepulciano,San Lorenzo,Rosso Conero,Central Italy,Italy,Umani Ronchi,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
5211,13.0,Cabernet Sauvignon-Carmenère,Aliwen Reserva,nan,Rapel Valley,Chile,Undurraga,"0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0", red
5212,30.0,Pinot Noir,Estate,"Willamette Valley, Willamette Valley",Oregon,US,Willamette Valley Vineyards,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0", red
5213,17.0,Sauvignon Blanc,Obere Wies,nan,Burgenland,Austria,Nittnaus Hans und Christine,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0", white
5214,42.0,Cabernet Sauvignon,Else's Reserve,Lake County,California,US,Six Sigma Ranch,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0", red
5215,35.0,Chardonnay,KARIA,"Napa Valley, Napa",California,US,Stag's Leap Wine Cellars,"0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5216,40.0,Syrah,Estate Grown,"Carneros, Napa-Sonoma",California,US,Broadway Vineyards,"0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0", red
5217,15.0,Syrah,Syranto,Lazio,Central Italy,Italy,Cantine Lupo,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5218,12.0,Chardonnay,Reserva,nan,Casablanca Valley,Chile,Casas del Bosque,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5219,40.0,Rhône-style Red Blend,La Réserve,Coteaux d'Aix-en-Provence,Provence,France,Château de Calavon,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5220,23.0,Rhône-style Red Blend,La Mascaronne,Côtes de Provence,Provence,France,Château la Mascaronne,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
5221,,Bordeaux-style Red Blend,L'Enclose de Ramage,Haut-Médoc,Bordeaux,France,Château Ramage la Batisse,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5222,18.0,Rosé,Le Château,Côtes de Provence,Provence,France,Château Thuerry,"0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0", pink
5223,17.0,Malbec,Serie Riberas Gran Reserva Ribera del Tinguiririca Marchigue,nan,Chile,Chile,Concha y Toro,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", red
5224,,Riesling,Terrunyo Costa Los Boldos Vineyard Block 6,nan,Casablanca Valley,Chile,Concha y Toro,"0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0", white
5225,35.0,Red Blend,Galena,Priorat,Catalonia,Spain,Domini de la Cartoixa,"0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0", red
5226,20.0,Riesling,Weissenberg,nan,Mosel,Germany,Von Schleinitz,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5227,12.0,Cabernet Sauvignon,The Y Series,South Australia,South Australia,Australia,Yalumba,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5228,32.0,Riesling,Block II & Langley,Old Mission Peninsula,Michigan,US,Bowers Harbor,"0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", white
5229,22.0,Pinot Bianco,Vial,Alto Adige,Northeastern Italy,Italy,Caldaro,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5230,22.0,Encruzado,Titular,nan,Dão,Portugal,Caminhos Cruzados,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5231,12.0,Portuguese Red,Vinha do Putto,nan,Bairrada,Portugal,Campolargo,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5232,22.0,Kerner,Aristos,Alto Adige,Northeastern Italy,Italy,Cantina Valle Isarco,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0", white
5233,23.0,Pinot Noir,Rüdesheim Pinot Sekt,nan,Rheingau,Germany,Carl Ehrhard,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5234,20.0,Portuguese Red,Art Terra,nan,Alentejano,Portugal,Casa Agricola Alexandre Relvas,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5235,12.0,Portuguese Red,Herdade da Pimenta Pimenta Preta,nan,Alentejano,Portugal,Casa Agricola Alexandre Relvas,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5236,,White Blend,Torre Butria Riserva,Friuli Colli Orientali,Northeastern Italy,Italy,Castello di Buttrio,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5237,24.0,Tempranillo,Whale Rock Vineyard Reserve,"Paso Robles, Central Coast",California,US,Castoro Cellars,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
5238,20.0,Viognier,Estate Grown,"Rogue Valley, Southern Oregon",Oregon,US,Del Rio,"0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0", white
5239,27.0,Gamay Noir,Methven Familly Vineyards Cru,"Eola-Amity Hills, Willamette Valley",Oregon,US,Division,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5240,13.0,Riesling,Kabinett,nan,Mosel,Germany,Karl Kaspar,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5241,11.0,Tempranillo,Arnegui,Rioja,Northern Spain,Spain,Pagos del Rey,"0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5242,30.0,Sauvignon,Lehen,Alto Adige,Northeastern Italy,Italy,Alois Lageder,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5243,30.0,Pinot Noir,One Toe Duck,"Willamette Valley, Willamette Valley",Oregon,US,Ancient Cellars,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", red
5244,35.0,Pinotage,The Bernard Series Bush Vine,nan,Coastal Region,South Africa,Bellingham,"0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", red
5245,24.0,Riesling,Rothenberg,nan,Nahe,Germany,Bürgermeister Willi Schweinhardt,"0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0", white
5246,,Port,Late Bottled Vintage,nan,Port,Portugal,Quinta Nova de Nossa Senhora do Carmo,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5247,23.0,Port,Late Bottled Vintage,nan,Port,Portugal,Ramos-Pinto,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5248,82.0,Champagne Blend,Nocturne Sec,Champagne,Champagne,France,Taittinger,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1", white
5249,55.0,Champagne Blend,Grand Brut Rosé,Champagne,Champagne,France,Lallier,"0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0", white
5250,26.0,Glera,Colbello Extra Dry,Valdobbiadene Prosecco Superiore,Veneto,Italy,Merotto,"0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1", white
5251,25.0,Chardonnay,Quinta de Cidrô,nan,Duriense,Portugal,Real Companhia Velha,"0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0", white
5252,17.0,Portuguese Red,Terras do Grifo,nan,Douro,Portugal,Rozes,"0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0", red
5253,19.0,Glera,Extra Dry,Valdobbiadene Prosecco Superiore,Veneto,Italy,Sanfeletto,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5254,,Sparkling Blend,Blanc de Blanc Brut,Vino Spumante,Italy Other,Italy,Ambo Secco,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white or rosé
5255,20.0,Verdejo,Vendimia Seleccionada,Rueda,Northern Spain,Spain,Anier,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
5256,19.0,Glera,Miraval,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy,Bellenda,"0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0", white
5257,22.0,Pinot Noir,Primogénito,Patagonia,Other,Argentina,Bodega Patritti,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
5258,15.0,Monastrell,Cármine,Jumilla,Levante,Spain,Bodegas Murtia,"0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5259,68.0,Champagne Blend,Première Cuvée Extra Brut Rosé,Champagne,Champagne,France,Bruno Paillard,"0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5260,40.0,Sparkling Blend,Cuvée Prestige,Franciacorta,Lombardy,Italy,Ca' del Bosco,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white or rosé
5261,72.0,Chardonnay,Blanc de Blancs Millésimé Brut,Champagne,Champagne,France,Chassenay d'Arce,"0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5262,,Chardonnay,Cuvée Secret de,Beaujolais Blanc,Beaujolais,France,Château de Chatelard,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5263,18.0,Sauvignon Blanc,DMZ,nan,Western Cape,South Africa,DeMorgenzon,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5264,26.0,Albariño,Rebisaca,Rías Baixas,Galicia,Spain,Do Ferreiro,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5265,18.0,Chardonnay,Fleur de,Beaujolais-Villages,Beaujolais,France,Domaine du Clos du Fief,"0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5266,32.0,Pinot Noir,Three Vineyard,"Willamette Valley, Willamette Valley",Oregon,US,Chehalem,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", red
5267,55.0,Champagne Blend,Brut Rosé,Champagne,Champagne,France,Henri Abelé,"0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0", white
5268,75.0,Champagne Blend,Brut Grand Assemblage,Champagne,Champagne,France,Jeeper,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
5269,48.0,Syrah,Lot 451,"Temecula Valley, South Coast",California,US,Lorenzi Estate,"1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0", red
5270,54.0,Pinot Noir,Manzana Vineyard Dutton Ranch,"Russian River Valley, Sonoma",California,US,Dutton Estate,"1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", red
5271,19.0,Portuguese White,Dornas Branco,nan,Alentejano,Portugal,Espaço Rural,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5272,19.0,Red Blend,Cuvée Philippine,Côtes de Provence,Provence,France,Domaine de la Sauveuse,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5273,50.0,Pinot Noir,Ramal Vineyard,"Carneros, Napa-Sonoma",California,US,Gary Farrell,"0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5274,30.0,Red Blend,Ciel du Cheval Red,"Red Mountain, Columbia Valley",Washington,US,Seven Hills,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5275,35.0,Pinot Noir,Willakia,"Eola-Amity Hills, Willamette Valley",Oregon,US,Soléna,"0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0", red
5276,24.0,Rhône-style White Blend,%@#$!,"Sierra Foothills, Sierra Foothills",California,US,Twisted Oak,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5277,,White Blend,Holbar Bianco,Friuli,Northeastern Italy,Italy,Marega,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5278,22.0,Malbec,Cot Reserva Limited Edition,nan,Maipo Valley,Chile,Viña Pérez Cruz,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0", red
5279,45.0,Pinot Noir,Estate Vineyard,"Willamette Valley, Willamette Valley",Oregon,US,Willamette Valley Vineyards,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0", red
5280,38.0,Syrah,Clifton Hill Vineyard,"Wahluke Slope, Columbia Valley",Washington,US,Chatter Creek,"1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0", red
5281,42.0,Rhône-style Red Blend,Villars-sur-Var,Côtes de Provence,Provence,France,Clos Saint-Joseph,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
5282,,Portuguese Red,Incógnito,nan,Alentejano,Portugal,Cortes de Cima,"0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0", red
5283,12.0,Rosé,Terra Amata,Côtes de Provence,Provence,France,Domaine Sorin,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
5284,27.0,Portuguese Red,Amantis,nan,Alentejano,Portugal,Dona Maria,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0", red
5285,28.0,Rhône-style Red Blend,Naggiar Vineyard C'est si Bon,"Sierra Foothills, Sierra Foothills",California,US,Elyse,"1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5286,38.0,Pinot Noir,Ferris Wheel Vineyard Estate,"Umpqua Valley, Southern Oregon",Oregon,US,Brandborg,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
5287,28.0,Portuguese White,Reserva,nan,Dão,Portugal,Casa de Santar,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", white
5288,48.0,Pinot Noir,Momtazi Vineyard,"Willamette Valley, Willamette Valley",Oregon,US,Pali,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0", red
5289,17.0,Glera,Extra Dry,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy,Raphael Dal Bo,"0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
5290,28.0,Rosé,Estate,"Santa Ynez Valley, Central Coast",California,US,Rideau,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", pink
5291,24.0,Cabernet Sauvignon,Amplus,nan,Maipo Valley,Chile,Santa Ema,"0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0", red
5292,30.0,Carignan,Amplus Old Vine,nan,Maule Valley,Chile,Santa Ema,"0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0", red
5293,35.0,Bordeaux-style Red Blend,Inertia,"Sierra Foothills, Sierra Foothills",California,US,Sierra Starr,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5294,45.0,Pinot Noir,Clonal Select,"Edna Valley, Central Coast",California,US,Tolosa,"1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0", red
5295,16.0,Gamay,Grande QV,Coteaux Bourguignons,Burgundy,France,Vignerons de Bel Air,"0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
5296,15.0,Riesling,Michlovský,nan,Moravia,Czech Republic,Vino z Czech,"0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5297,17.0,Cabernet Sauvignon,Elegido Gran Reserva,nan,Colchagua Valley,Chile,Valle Hermoso,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5298,50.0,Red Blend,Saggio Series X,"Seneca Lake, Finger Lakes",New York,US,Ventosa,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
5299,18.0,Cabernet Moravia,Ludwig,nan,Moravia,Czech Republic,Vino z Czech,"0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0", red
5300,15.0,St. Laurent,Znovín Znojmo,nan,Moravia,Czech Republic,Vino z Czech,"1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5301,50.0,Pinot Noir,Reserve,"Russian River Valley, Sonoma",California,US,Weather,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0", red
5302,15.0,Gewürztraminer,Réserve,Alsace,Alsace,France,Willm,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5303,16.0,White Blend,Vigna Turbian,Soave Classico,Veneto,Italy,Nardello,"0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1", white
5304,17.0,Zinfandel,Rocky Top,"Amador County, Sierra Foothills",California,US,Sobon Estate,"0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0", red
5305,35.0,Pinot Noir,Proprietor's Special Reserve,"New York, New York Other",New York,US,Millbrook,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
5306,19.0,Merlot,Gran Reserva Triumpheros,nan,Colchagua Valley,Chile,Alto Los Romeros,"1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0", red
5307,19.0,Merlot,Maestro Collection,"Carneros-Napa Valley, Napa",California,US,Beaulieu Vineyard,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5308,25.0,Roussanne,Domaine de Lancyre Val de Monteferrand,Saint Guilhem le Désert,Languedoc-Roussillon,France,Château de Lancyre,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5309,70.0,Pinot Noir,Fort Ross Vineyard,"Fort Ross-Seaview, Sonoma",California,US,Gary Farrell,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5310,110.0,Cabernet Sauvignon,State Ranch,"Yountville, Napa",California,US,Nickel & Nickel,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5311,48.0,Malbec,Single Vineyard Serenade,Mendoza,Mendoza Province,Argentina,Alta Vista,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5312,120.0,Merlot,Las Notas de Jean Claude,Mendoza,Mendoza Province,Argentina,Tapiz,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
5313,64.0,Riesling,Wehlener Sonnenuhr Auslese,nan,Mosel,Germany,Dr. Loosen,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", white
5314,36.0,Pinot Noir,Estate,"Sta. Rita Hills, Central Coast",California,US,Melville,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5315,50.0,Chardonnay,The Pennant Hand Selected Limited Release,Margaret River,Western Australia,Australia,Robert Oatley,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5316,60.0,Pinot Noir,Bien Nacido Vineyard Block Q Old Vine,"Santa Maria Valley, Central Coast",California,US,Scar of the Sea,"0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5317,29.0,Petite Sirah,Estate,"Sierra Foothills, Sierra Foothills",California,US,Naggiar,"1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
5318,67.0,Riesling,Unsteiner Herrenberg GG Dry,nan,Pfalz,Germany,Karl Schaefer,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
5319,42.0,Pinot Noir,Franz Anton Schwarzer Adler,nan,Baden,Germany,Franz Keller,"1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5320,68.0,Chardonnay,Estate Grown Cave Fermented,"Napa Valley, Napa",California,US,Jarvis,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5321,45.0,Gamay,1935 Vieilles Vignes,Morgon,Beaujolais,France,Jean-Michel Dupré,"1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
5322,55.0,Syrah,Morrison Lane,"Walla Walla Valley (WA), Columbia Valley",Washington,US,K Vintners,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5323,40.0,Syrah,The Deal Sundance,"Walla Walla Valley (WA), Columbia Valley",Washington,US,K Vintners,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5324,60.0,Syrah,La Côte Patriarche,"Yakima Valley, Columbia Valley",Washington,US,Betz Family,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
5325,60.0,Syrah,La Côte Rousse,"Red Mountain, Columbia Valley",Washington,US,Betz Family,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5326,75.0,Chardonnay,Côte Sud Vineyard,"Dundee Hills, Willamette Valley",Oregon,US,Domaine Serene,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5327,85.0,Cabernet Sauvignon,Winfield Vineyard,"Calistoga, Napa",California,US,Davies,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5328,34.0,Riesling,Braunberger Juffer-Sonnenuhr Spätlese Grosse Lage,nan,Mosel,Germany,Reichsgraf von Kesselstatt,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0", white
5329,40.0,Riesling,Johannisberger Klaus Spätlese,nan,Rheingau,Germany,Johannishof,"0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0", white
5330,65.0,Chardonnay,Bob's Ranch,"Russian River Valley, Sonoma",California,US,Walt,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", white
5331,75.0,Pinot Noir,Gap's Crown,"Sonoma Coast, Sonoma",California,US,Walt,"0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0", red
5332,55.0,Chardonnay,Brumaire,"Russian River Valley, Sonoma",California,US,EnRoute,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0", white
5333,30.0,Sauvignon Blanc,Equitem,"Knights Valley, Sonoma",California,US,Galerie,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
5334,56.0,Pinot Noir,West Block,"Eola-Amity Hills, Willamette Valley",Oregon,US,Bethel Heights,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0", red
5335,58.0,Cabernet Sauvignon,Reserve,"Paso Robles, Central Coast",California,US,Brecon Estate,"1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0", red
5336,70.0,Malbec,Broncho Stoneridge Vineyard,"Washington, Washington Other",Washington,US,Charles Smith,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5337,45.0,Pinot Noir,Estate,"Sonoma Valley, Sonoma",California,US,Nicholson Ranch,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", red
5338,10.0,Petite Sirah,Vintners Blend,"California, California Other",California,US,Ravenswood,"1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0", red
5339,13.0,Cabernet Sauvignon,Crucero Collection,nan,Colchagua Valley,Chile,Siegel,"1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
5340,,Cabernet Sauvignon,Klipsun Vineyard,"Red Mountain, Columbia Valley",Washington,US,Soléna,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5341,53.0,Red Blend,The Investor,"Napa Valley, Napa",California,US,Stags' Leap Winery,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5342,,Merlot,Selvans,Cortona,Tuscany,Italy,Stefania Mezzetti,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
5343,15.0,Bordeaux-style Red Blend,Redd Brand BDX,"Columbia Valley (WA), Columbia Valley",Washington,US,Tertulia,"0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0", red
5344,14.0,Cabernet Franc,Estate Cabernet Franc,"Walla Walla Valley (WA), Columbia Valley",Washington,US,Three Rivers,"0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0", red
5345,40.0,Cabernet Sauvignon,Estate,"Sierra Foothills, Sierra Foothills",California,US,Wise Villa,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
5346,20.0,Rosé,Domaine Petroni,Corse,France Other,France,Union de Vignerons de l'Île de Beauté,"0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0", pink
5347,18.0,Barbera,I Tre Vescovi,Barbera d'Asti Superiore,Piedmont,Italy,Vinchio-Vaglio Serra,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5348,39.0,Pinot Noir,Maestro Collection Ranch No. 5,"Carneros-Napa Valley, Napa",California,US,Beaulieu Vineyard,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", red
5349,10.0,Monastrell,Alcanta,Alicante,Levante,Spain,Bocopa,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0", red
5350,10.0,Tempranillo,Señor Sierra de Alicante,Alicante,Levante,Spain,Bocopa,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
